Year;Country;ISCED11;AVG_%
2019;Bulgaria  ;0-2                                                                       ;21,85
2019;Bulgaria  ;3-4                                                                       ;53,4
2019;Bulgaria  ;5-8                                                                       ;24,75
2019;Czechia   ;0-2                                                                       ;12,35
2019;Czechia   ;3-4                                                                       ;66,05
2019;Czechia   ;5-8                                                                       ;21,6
2019;Denmark   ;0-2                                                                       ;26,1
2019;Denmark   ;3-4                                                                       ;40,75
2019;Denmark   ;5-8                                                                       ;33,1
2019;Germany (u;0-2                                                                       ;19,55
2019;Germany (u;3-4                                                                       ;54,5
2019;Germany (u;5-8                                                                       ;25,95
2019;Estonia   ;0-2                                                                       ;15,8
2019;Estonia   ;3-4                                                                       ;47,75
2019;Estonia   ;5-8                                                                       ;36,45
2019;Ireland   ;0-2                                                                       ;21,05
2019;Ireland   ;3-4                                                                       ;38,3
2019;Ireland   ;5-8                                                                       ;40,65
2019;Greece    ;0-2                                                                       ;25,9
2019;Greece    ;3-4                                                                       ;46,35
2019;Greece    ;5-8                                                                       ;27,7
2019;Spain     ;0-2                                                                       ;39,65
2019;Spain     ;3-4                                                                       ;25,25
2019;Spain     ;5-8                                                                       ;35,1
2019;France    ;0-2                                                                       ;23,45
2019;France    ;3-4                                                                       ;42,9
2019;France    ;5-8                                                                       ;33,6
2019;Croatia   ;0-2                                                                       ;18,1
2019;Croatia   ;3-4                                                                       ;59,85
2019;Croatia   ;5-8                                                                       ;22,05
2019;Italy     ;0-2                                                                       ;39,8
2019;Italy     ;3-4                                                                       ;42,75
2019;Italy     ;5-8                                                                       ;17,4
2019;Cyprus    ;0-2                                                                       ;21,5
2019;Cyprus    ;3-4                                                                       ;38,65
2019;Cyprus    ;5-8                                                                       ;39,85
2019;Latvia    ;0-2                                                                       ;14,95
2019;Latvia    ;3-4                                                                       ;53,9
2019;Latvia    ;5-8                                                                       ;31,15
2019;Lithuania ;0-2                                                                       ;11,15
2019;Lithuania ;3-4                                                                       ;51,05
2019;Lithuania ;5-8                                                                       ;37,75
2019;Luxembourg;0-2                                                                       ;26,75
2019;Luxembourg;3-4                                                                       ;32,25
2019;Luxembourg;5-8                                                                       ;41,05
2019;Hungary   ;0-2                                                                       ;19,95
2019;Hungary   ;3-4                                                                       ;57,6
2019;Hungary   ;5-8                                                                       ;22,45
2019;Malta     ;0-2                                                                       ;41,25
2019;Malta     ;3-4                                                                       ;32,0
2019;Malta     ;5-8                                                                       ;26,8
2019;Netherland;0-2                                                                       ;25,55
2019;Netherland;3-4                                                                       ;39,75
2019;Netherland;5-8                                                                       ;34,75
2019;Austria   ;0-2                                                                       ;18,7
2019;Austria   ;3-4                                                                       ;50,15
2019;Austria   ;5-8                                                                       ;31,1
2019;Poland    ;0-2                                                                       ;13,3
2019;Poland    ;3-4                                                                       ;58,45
2019;Poland    ;5-8                                                                       ;28,2
2019;Portugal  ;0-2                                                                       ;47,75
2019;Portugal  ;3-4                                                                       ;28,7
2019;Portugal  ;5-8                                                                       ;23,6
2019;Romania   ;0-2                                                                       ;25,1
2019;Romania   ;3-4                                                                       ;58,85
2019;Romania   ;5-8                                                                       ;16,05
2019;Slovenia  ;0-2                                                                       ;15,8
2019;Slovenia  ;3-4                                                                       ;54,7
2019;Slovenia  ;5-8                                                                       ;29,5
2019;Slovakia  ;0-2                                                                       ;14,5
2019;Slovakia  ;3-4                                                                       ;62,3
2019;Slovakia  ;5-8                                                                       ;23,15
2019;Finland   ;0-2                                                                       ;16,9
2019;Finland   ;3-4                                                                       ;44,5
2019;Finland   ;5-8                                                                       ;38,6
2019;Sweden    ;0-2                                                                       ;20,7
2019;Sweden    ;3-4                                                                       ;41,3
2019;Sweden    ;5-8                                                                       ;37,95
2019;Switzerlan;0-2                                                                       ;16,5
2019;Switzerlan;3-4                                                                       ;44,95
2019;Switzerlan;5-8                                                                       ;38,55
